address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people)
"67, 2nd Stage, Koramangala, Bangalore",Spice Express 156,Yes,No,NEW,251,080 41964517,Koramangala,Quick Bites,"Sandwiches, Gulab Jamun","Andhra, North Indian",350
"39, 2nd Stage, Koramangala, Bangalore",Punjabi Point 157,Yes,No,3.9/5,128,080 48195278,Koramangala,Delivery,"Waffles, Cold Coffee, Sandwiches","Japanese, Thai, Fast Food",500
"110, Ring Road, Koramangala, Bangalore",Café House 158,Yes,No,3.6/5,61,080 49138230,Koramangala,Delivery,Momos,"South Indian, BBQ",400
"52, Cross, Malleshwaram, Bangalore",Curry Express 159,Yes,No,4.3/5,105,080 47508362,Malleshwaram,Delivery,Gulab Jamun,South Indian,350
"120, 2nd Stage, Basavanagudi, Bangalore",Golden Villa 160,Yes,No,3.8/5,80,080 40045679,Basavanagudi,Casual Dining,"Pasta, Tandoori Chicken","Biryani, BBQ",300
"63, 2nd Stage, Banashankari, Bangalore",Urban Point 161,Yes,No,4.0/5,122,080 44609807,Banashankari,Delivery,"Idli, Pizza, Cold Coffee",Beverages,400
"176, Cross, Bellandur, Bangalore",Golden Bistro 162,Yes,No,4.2/5,236,080 41645736,Bellandur,Delivery,Cold Coffee,Chinese,550
"61, 2nd Stage, BTM, Bangalore",Classic Bites 163,No,No,4.1/5,137,080 46593141,BTM,Sweet Shop,"Cold Coffee, Waffles, Thali, Burgers",South Indian,250
"128, Main Road, Sarjapur Road, Bangalore",South Side Bar & Grill 164,No,No,3.9/5,104,080 42905738,Sarjapur Road,Bar,"Tandoori Chicken, Chicken Wings, Waffles, Biryani","Chinese, Japanese","1,100"
"158, 1st Block, Indiranagar, Bangalore",Green Diner 165,No,No,3.6/5,133,080 43312510,Indiranagar,Dessert Parlor,"Waffles, Chicken Wings, Filter Coffee",Desserts,250
"35, 1st Block, Basavanagudi, Bangalore",Local Bar & Grill 166,No,Yes,4.1/5,228,080 45951369,Basavanagudi,Cafe,Momos,"North Indian, Bakery, Italian",800
"93, Cross, Rajajinagar, Bangalore",Local Corner 167,Yes,No,3.7/5,73,080 49160261,Rajajinagar,Casual Dining,Gulab Jamun,"Fast Food, Biryani",550
"73, 2nd Stage, Banashankari, Bangalore",The Adda 168,Yes,Yes,4.1/5,306,080 47381215,Banashankari,Casual Dining,Sandwiches,"Mughlai, BBQ, Fast Food","1,000"
"129, 2nd Stage, BTM, Bangalore",Golden Diner 169,No,No,3.5/5,113,080 42162431,BTM,Casual Dining,Rolls,Chinese,750
"194, 2nd Stage, Sarjapur Road, Bangalore",Red Adda 170,No,No,3.3/5,118,080 47012707,Sarjapur Road,Food Court,"Pizza, Filter Coffee",,350
"97, Main Road, Indiranagar, Bangalore",Curry Villa 171,Yes,No,3.6/5,239,080 43461028,Indiranagar,Quick Bites,"Chicken Wings, Pasta",Andhra,500
"61, 1st Block, Yelahanka, Bangalore",Curry Junction 172,Yes,No,3.4/5,119,080 48794233,Yelahanka,Quick Bites,"Idli, Momos, Pasta, Chocolate Brownie",Street Food,250
"190, Cross, Bellandur, Bangalore",Spice Corner 173,Yes,No,3.7/5,83,080 43445790,Bellandur,Casual Dining,"Rolls, Biryani, Cold Coffee, Pasta",North Indian,450
"8, Main Road, Malleshwaram, Bangalore",Punjabi Express 174,Yes,No,3.8/5,254,080 44210548,Malleshwaram,Cafe,"Paneer Butter Masala, Gulab Jamun, Noodles","Japanese, South Indian",550
"6, 1st Block, Jayanagar, Bangalore",Café Hub 175,No,No,3.3/5,190,080 42059024,Jayanagar,Sweet Shop,"Waffles, Paneer Butter Masala","North Indian, Chinese, Cafe Food",200
"186, 1st Block, Indiranagar, Bangalore",Café Bites 176,No,Yes,3.6/5,257,080 48468741,Indiranagar,Casual Dining,Cold Coffee,"Japanese, Mexican, South Indian",750
"101, 1st Block, BTM, Bangalore",South Side Point 177,Yes,No,3.7/5,256,080 46987376,BTM,Quick Bites,"Chicken Wings, Masala Dosa","Desserts, Beverages",250
"25, Cross, Koramangala, Bangalore",Green Bistro 178,Yes,No,3.7/5,126,080 45964324,Koramangala,Casual Dining,"Pasta, Filter Coffee","Italian, Beverages, Biryani",750
"173, 1st Block, Sarjapur Road, Bangalore",Classic Diner 179,No,Yes,4.4/5,298,080 41387080,Sarjapur Road,Casual Dining,Pasta,"Andhra, Desserts",650
"88, 1st Block, Whitefield, Bangalore",Red Hub 180,Yes,No,3.9/5,345,080 48344226,Whitefield,Quick Bites,"Sandwiches, Noodles, Butter Chicken","Japanese, Street Food, Continental",450
"69, Cross, Jayanagar, Bangalore",Punjabi Villa 181,No,Yes,3.8/5,75,080 44992526,Jayanagar,Casual Dining,"Sandwiches, Waffles, Biryani","Mughlai, Desserts",750
"119, 1st Block, Basavanagudi, Bangalore",The Kitchen 182,Yes,No,4.3/5,129,080 40070853,Basavanagudi,Fine Dining,Butter Chicken,"BBQ, Thai","2,100"
"5, Main Road, HSR Layout, Bangalore",Blue Villa 183,No,No,3.6/5,120,080 40307941,HSR Layout,Delivery,"Sandwiches, Chicken Wings","Andhra, North Indian, Bakery",400
"35, Ring Road, Bellandur, Bangalore",Golden Express 184,Yes,No,4.0/5,78,080 49090509,Bellandur,Delivery,"Rolls, Momos, Burgers, Butter Chicken",Mexican,300
"79, 1st Block, Banashankari, Bangalore",Red Villa 185,No,No,3.7/5,16,080 43400000,Banashankari,Dessert Parlor,"Idli, Cold Coffee, Thali","Desserts, Beverages, Continental",300
"183, 2nd Stage, Marathahalli, Bangalore",Red Adda 186,No,No,4.4/5,350,080 47553714,Marathahalli,Cafe,"Butter Chicken, Waffles",Desserts,750
"141, Cross, Koramangala, Bangalore",Blue Hub 187,Yes,No,3.3/5,128,080 46277198,Koramangala,Quick Bites,Chicken Wings,"South Indian, Chinese, Thai",450
"57, Cross, Marathahalli, Bangalore",The Adda 188,Yes,No,3.7/5,720,080 45531985,Marathahalli,Bar,"Butter Chicken, Sandwiches",Street Food,"1,100"
"167, Cross, MG Road, Bangalore",Green Bites 189,No,No,4.2/5,392,080 45655111,MG Road,Cafe,Rolls,Japanese,600
"180, Ring Road, HSR Layout, Bangalore",Blue Adda 190,Yes,No,4.7/5,307,080 49151383,HSR Layout,Fine Dining,Pizza,Chinese,"1,500"
"44, 1st Block, HSR Layout, Bangalore",Local Bites 191,Yes,Yes,NEW,261,080 49867580,HSR Layout,Fine Dining,"Masala Dosa, Paneer Butter Masala","Japanese, Beverages","1,550"
"145, 1st Block, MG Road, Bangalore",Golden Diner 192,No,No,4.1/5,478,080 42775110,MG Road,Quick Bites,"Chocolate Brownie, Pasta, Waffles",Japanese,350
"56, 2nd Stage, MG Road, Bangalore",The Bar & Grill 193,Yes,No,3.3/5,67,080 46452630,MG Road,Casual Dining,"Gulab Jamun, Chocolate Brownie","Andhra, Beverages",550
"177, 1st Block, HSR Layout, Bangalore",Urban Bites 194,No,No,4.1/5,363,080 41585300,HSR Layout,Quick Bites,Chocolate Brownie,Japanese,400
"158, 2nd Stage, MG Road, Bangalore",Classic Junction 195,Yes,No,4.3/5,709,080 49244574,MG Road,Quick Bites,,"BBQ, Chinese",400
"48, 2nd Stage, Koramangala, Bangalore",Urban Adda 196,Yes,No,3.9/5,53,080 40389108,Koramangala,Cafe,Burgers,Andhra,800
"147, 2nd Stage, BTM, Bangalore",Classic Diner 197,Yes,No,4.3/5,447,080 48818526,BTM,Casual Dining,"Cold Coffee, Pasta, Burgers",Italian,800
"43, Ring Road, Electronic City, Bangalore",Classic Corner 198,No,No,3.7/5,487,080 49362783,Electronic City,Fine Dining,"Idli, Cold Coffee, Waffles, Chocolate Brownie","Chinese, BBQ, Beverages","1,500"
"102, 2nd Stage, Electronic City, Bangalore",Curry Villa 199,Yes,No,4.2/5,668,080 47444035,Electronic City,Bakery,"Burgers, Filter Coffee, Pasta, Idli","Continental, North Indian",350
"59, 2nd Stage, Basavanagudi, Bangalore",Curry Express 200,No,No,3.6/5,111,080 46620495,Basavanagudi,Casual Dining,Cold Coffee,"South Indian, Biryani",750
"192, 1st Block, Jayanagar, Bangalore",Royal Kitchen 201,Yes,No,3.8/5,472,080 41948954,Jayanagar,Dessert Parlor,"Rolls, Burgers",BBQ,200
"91, 2nd Stage, Koramangala, Bangalore",Urban Adda 202,No,No,3.5/5,178,080 41574475,Koramangala,Delivery,"Chicken Wings, Rolls, Biryani, Pasta",Desserts,450
"54, Main Road, Marathahalli, Bangalore",Green Bistro 203,Yes,No,3.9/5,147,080 42860735,Marathahalli,Casual Dining,"Paneer Butter Masala, Idli, Chocolate Brownie","Fast Food, South Indian, Biryani","1,100"
"127, 2nd Stage, Jayanagar, Bangalore",Grand Bar & Grill 204,Yes,No,3.8/5,342,080 47323190,Jayanagar,Quick Bites,"Paneer Butter Masala, Biryani, Chocolate Brownie, Thali","Japanese, North Indian",350
"113, Main Road, HSR Layout, Bangalore",Urban Corner 205,Yes,No,4.0/5,139,080 42780482,HSR Layout,Delivery,"Momos, Filter Coffee, Paneer Butter Masala, Cold Coffee",Cafe Food,500
"57, Ring Road, Koramangala, Bangalore",Royal Hub 206,Yes,Yes,NEW,549,080 44636257,Koramangala,Kiosk,Sandwiches,"BBQ, Chinese",200
"75, 1st Block, Koramangala, Bangalore",South Side Restaurant 207,Yes,No,4.0/5,185,080 41047856,Koramangala,Delivery,"Thali, Waffles, Idli","Japanese, Mexican, Street Food",400
"13, Cross, Jayanagar, Bangalore",Blue Hub 208,Yes,No,3.7/5,238,080 49229433,Jayanagar,Bar,"Chicken Wings, Gulab Jamun, Tandoori Chicken","Fast Food, Continental","1,200"
"38, Cross, Marathahalli, Bangalore",Punjabi Junction 209,Yes,Yes,4.3/5,186,080 48198674,Marathahalli,Delivery,"Waffles, Biryani","South Indian, Desserts",150
"198, Cross, Indiranagar, Bangalore",Curry Restaurant 210,No,No,4.0/5,272,080 46947982,Indiranagar,Cafe,"Pasta, Chocolate Brownie, Momos",Andhra,700
"116, Cross, Koramangala, Bangalore",Urban Bar & Grill 211,Yes,No,3.8/5,209,080 40525113,Koramangala,Pub,"Filter Coffee, Biryani","South Indian, Continental, Mughlai",750
"129, 2nd Stage, Hebbal, Bangalore",Curry Bites 212,Yes,Yes,4.8/5,166,080 41803537,Hebbal,Sweet Shop,"Momos, Burgers",Thai,150
"91, Ring Road, Jayanagar, Bangalore",Royal Cafe 213,Yes,No,3.6/5,254,080 48124004,Jayanagar,Casual Dining,"Noodles, Chocolate Brownie",Italian,700
"13, Cross, Bellandur, Bangalore",Grand Villa 214,No,No,4.0/5,211,080 41240198,Bellandur,Pub,"Cold Coffee, Chocolate Brownie",Beverages,"1,050"
"190, Main Road, Electronic City, Bangalore",Golden Adda 215,No,No,3.7/5,394,080 43106704,Electronic City,Casual Dining,"Momos, Tandoori Chicken, Idli","Street Food, Italian",650
"87, 1st Block, Koramangala, Bangalore",Spice Villa 216,Yes,No,4.1/5,339,080 46492089,Koramangala,Bakery,"Butter Chicken, Gulab Jamun","BBQ, Thai, Andhra",350
"65, Cross, Indiranagar, Bangalore",Café Restaurant 217,No,No,3.6/5,112,080 42003072,Indiranagar,Delivery,"Butter Chicken, Chicken Wings, Gulab Jamun",Street Food,450
"71, Ring Road, Marathahalli, Bangalore",South Side Cafe 218,No,Yes,4.0/5,537,080 45895062,Marathahalli,Quick Bites,"Momos, Gulab Jamun, Chocolate Brownie, Rolls","Thai, Bakery, North Indian",350
"5, Main Road, HSR Layout, Bangalore",Grand Corner 219,Yes,No,3.8/5,197,080 43438390,HSR Layout,Kiosk,Chocolate Brownie,"Cafe Food, Mexican, Mughlai",300
"8, Main Road, BTM, Bangalore",Punjabi Restaurant 220,Yes,No,4.2/5,366,080 49076958,BTM,Quick Bites,"Paneer Butter Masala, Biryani","North Indian, Japanese, South Indian",400
"197, Ring Road, Whitefield, Bangalore",Punjabi Adda 221,Yes,Yes,3.8/5,98,080 45567303,Whitefield,Delivery,"Idli, Filter Coffee, Masala Dosa","Mughlai, Biryani, Japanese",300
"180, Cross, Sarjapur Road, Bangalore",Royal Point 222,Yes,Yes,4.5/5,298,080 48358849,Sarjapur Road,Fine Dining,Noodles,Continental,"1,150"
"90, Cross, Koramangala, Bangalore",Royal House 223,Yes,No,4.0/5,300,080 40660149,Koramangala,Fine Dining,,Andhra,"1,600"
"141, Main Road, MG Road, Bangalore",Red Point 224,Yes,No,3.9/5,103,080 47729969,MG Road,Casual Dining,"Paneer Butter Masala, Noodles, Burgers, Sandwiches","Mexican, Chinese, Cafe Food",800
"38, 1st Block, Bellandur, Bangalore",Grand Hub 225,Yes,No,4.1/5,145,080 41529465,Bellandur,Fine Dining,"Pasta, Momos","Cafe Food, Bakery",900
"26, Ring Road, Indiranagar, Bangalore",Classic Kitchen 226,No,No,4.2/5,186,080 44785124,Indiranagar,Pub,"Idli, Rolls, Gulab Jamun, Paneer Butter Masala",Mughlai,700
"13, Main Road, Indiranagar, Bangalore",Royal Bar & Grill 227,Yes,No,3.8/5,266,080 42591680,Indiranagar,Dessert Parlor,"Chocolate Brownie, Thali, Chicken Wings, Waffles",Street Food,300
"6, 1st Block, Marathahalli, Bangalore",Blue Hub 228,Yes,No,4.3/5,201,080 46274460,Marathahalli,Delivery,,"BBQ, Continental",350
"168, Cross, Basavanagudi, Bangalore",Classic Junction 229,No,No,3.9/5,66,080 43771605,Basavanagudi,Bakery,"Biryani, Paneer Butter Masala","Mexican, Japanese",650
"111, Main Road, BTM, Bangalore",Café Kitchen 230,Yes,No,3.6/5,95,080 48323192,BTM,Casual Dining,"Sandwiches, Tandoori Chicken, Burgers, Butter Chicken",Beverages,650
"57, Ring Road, Basavanagudi, Bangalore",Royal Cafe 231,Yes,No,3.6/5,136,080 40361426,Basavanagudi,Quick Bites,"Idli, Masala Dosa","Continental, Bakery, Mughlai",450
"108, Cross, Koramangala, Bangalore",Urban Bistro 232,Yes,No,4.5/5,136,080 45819986,Koramangala,Food Court,Masala Dosa,"Fast Food, Andhra",450
"33, 1st Block, Koramangala, Bangalore",Golden Bites 233,Yes,No,3.8/5,422,080 47562736,Koramangala,Bakery,"Pizza, Thali","BBQ, Bakery, Andhra",300
"114, Main Road, Marathahalli, Bangalore",Local Junction 234,Yes,No,-,86,080 41867461,Marathahalli,Casual Dining,"Cold Coffee, Pizza",Fast Food,550
"76, 1st Block, HSR Layout, Bangalore",Grand House 235,Yes,No,-,224,080 46844325,HSR Layout,Delivery,"Chocolate Brownie, Tandoori Chicken, Masala Dosa","Fast Food, Italian",300
"199, Ring Road, MG Road, Bangalore",Classic Junction 236,Yes,Yes,4.8/5,149,080 46585274,MG Road,Cafe,"Chicken Wings, Thali, Filter Coffee, Tandoori Chicken","Fast Food, Mughlai, Beverages",600
"155, Main Road, Jayanagar, Bangalore",Royal Cafe 237,Yes,No,3.4/5,180,080 43273526,Jayanagar,Delivery,"Noodles, Tandoori Chicken","Mexican, Cafe Food",250
"172, Main Road, Koramangala, Bangalore",Blue Diner 238,Yes,No,3.5/5,210,080 44116556,Koramangala,Quick Bites,"Burgers, Paneer Butter Masala, Masala Dosa, Butter Chicken","Desserts, North Indian",350
"145, Ring Road, Koramangala, Bangalore",South Side Express 239,Yes,No,4.5/5,252,080 40473000,Koramangala,Casual Dining,"Burgers, Paneer Butter Masala","Beverages, Italian, Andhra",850
"141, Ring Road, Jayanagar, Bangalore",Curry Junction 240,Yes,No,3.4/5,141,080 42748770,Jayanagar,Cafe,,"Mexican, Bakery, Biryani",600
"8, 2nd Stage, BTM, Bangalore",Café House 241,Yes,No,4.2/5,878,080 42118553,BTM,Delivery,"Burgers, Biryani, Filter Coffee, Chicken Wings","Andhra, Bakery, Desserts",450
"15, 2nd Stage, Rajajinagar, Bangalore",Classic Restaurant 242,No,Yes,4.1/5,130,080 49127368,Rajajinagar,Casual Dining,"Biryani, Rolls, Idli","Beverages, Desserts, Andhra",700
"22, Main Road, Indiranagar, Bangalore",Local House 243,Yes,No,3.6/5,18,080 47178509,Indiranagar,Sweet Shop,"Sandwiches, Pasta, Thali","Fast Food, Cafe Food, North Indian",200
"125, Cross, Indiranagar, Bangalore",Local Kitchen 244,Yes,No,3.5/5,158,080 44471989,Indiranagar,Casual Dining,"Pasta, Waffles, Butter Chicken, Chicken Wings","Fast Food, Desserts, Beverages",600
"62, Ring Road, Koramangala, Bangalore",Curry Bar & Grill 245,Yes,Yes,4.3/5,250,080 47508080,Koramangala,Quick Bites,Cold Coffee,Desserts,250
"21, 1st Block, Rajajinagar, Bangalore",Golden Point 246,Yes,No,4.6/5,261,080 45792541,Rajajinagar,Bar,Butter Chicken,Desserts,850
"171, 2nd Stage, Indiranagar, Bangalore",South Side Bar & Grill 247,Yes,No,4.6/5,277,080 44211799,Indiranagar,Casual Dining,"Paneer Butter Masala, Momos, Tandoori Chicken, Pasta","BBQ, Chinese, North Indian",750
"15, Cross, MG Road, Bangalore",Urban Bistro 248,Yes,No,4.3/5,137,080 41673572,MG Road,Quick Bites,"Butter Chicken, Rolls","Mexican, Andhra, Desserts",200
"82, Main Road, Koramangala, Bangalore",Green Bistro 249,No,No,4.2/5,231,080 47740328,Koramangala,Quick Bites,"Gulab Jamun, Thali, Pasta, Noodles","Cafe Food, Chinese",350
"105, 1st Block, MG Road, Bangalore",Classic House 250,Yes,No,4.3/5,266,080 40364319,MG Road,Casual Dining,Cold Coffee,Beverages,950
"88, 2nd Stage, HSR Layout, Bangalore",Green Adda 251,No,No,3.9/5,370,080 41615006,HSR Layout,Cafe,"Sandwiches, Tandoori Chicken","Cafe Food, Street Food",400
"130, Ring Road, Whitefield, Bangalore",Golden Cafe 252,Yes,Yes,4.2/5,39,080 43086153,Whitefield,Casual Dining,Filter Coffee,Mexican,500
"42, 1st Block, Electronic City, Bangalore",The Cafe 253,No,No,3.6/5,351,080 41577499,Electronic City,Casual Dining,"Thali, Gulab Jamun, Chocolate Brownie","North Indian, Bakery, Italian",700
"90, Cross, Whitefield, Bangalore",Local Bar & Grill 254,Yes,No,4.3/5,418,080 47145520,Whitefield,Delivery,"Filter Coffee, Sandwiches","Andhra, Desserts, Biryani",400
"175, 1st Block, Whitefield, Bangalore",Curry Junction 255,No,No,3.8/5,576,080 40153698,Whitefield,Bakery,"Pizza, Tandoori Chicken, Paneer Butter Masala, Biryani",Fast Food,300
"25, Ring Road, MG Road, Bangalore",Red Bistro 256,No,No,4.1/5,102,080 45053976,MG Road,Casual Dining,"Paneer Butter Masala, Sandwiches, Filter Coffee, Waffles","Andhra, Biryani",650
"30, Ring Road, Indiranagar, Bangalore",Café Express 257,No,No,3.4/5,227,080 45982322,Indiranagar,Cafe,"Momos, Noodles, Pizza","Italian, Mughlai",400
"142, 1st Block, Banashankari, Bangalore",Classic Point 258,No,No,3.7/5,95,080 47923955,Banashankari,Quick Bites,"Filter Coffee, Sandwiches","Thai, Desserts, Italian",400
"33, 2nd Stage, Sarjapur Road, Bangalore",Green Corner 259,No,No,4.1/5,92,080 46580422,Sarjapur Road,Casual Dining,"Biryani, Tandoori Chicken, Butter Chicken","Continental, Desserts, South Indian",850
"80, Ring Road, Banashankari, Bangalore",Punjabi Cafe 260,No,No,4.4/5,228,080 41878607,Banashankari,Quick Bites,"Waffles, Noodles","Mexican, Street Food",350
"72, 2nd Stage, JP Nagar, Bangalore",South Side Kitchen 261,No,No,3.1/5,74,080 40801020,JP Nagar,Bakery,"Chocolate Brownie, Tandoori Chicken","Continental, Fast Food",200
"153, Ring Road, BTM, Bangalore",Blue Bites 262,Yes,Yes,3.4/5,170,080 42082799,BTM,Quick Bites,"Pizza, Biryani, Waffles","Beverages, Street Food",300
"45, Ring Road, Indiranagar, Bangalore",Spice Diner 263,No,No,3.9/5,215,080 43182336,Indiranagar,Quick Bites,"Momos, Burgers",Japanese,550
"13, Cross, Electronic City, Bangalore",Grand Bistro 264,Yes,No,4.2/5,175,080 41969664,Electronic City,Casual Dining,"Biryani, Chicken Wings, Thali","Street Food, Andhra",900
"170, Main Road, Malleshwaram, Bangalore",The Bites 265,No,No,3.9/5,348,080 48502482,Malleshwaram,Bar,Paneer Butter Masala,Beverages,"1,300"
"178, 1st Block, Sarjapur Road, Bangalore",Café Hub 266,Yes,Yes,4.3/5,429,080 42255234,Sarjapur Road,Bakery,"Noodles, Thali",Continental,350
"59, 1st Block, Marathahalli, Bangalore",Golden Diner 267,Yes,Yes,4.5/5,176,080 43770414,Marathahalli,Delivery,"Pasta, Cold Coffee","Fast Food, Chinese, Thai",300
"166, Cross, Koramangala, Bangalore",Red Villa 268,No,Yes,3.7/5,115,080 49373602,Koramangala,Quick Bites,Idli,"Cafe Food, Biryani, Mughlai",300
"35, 1st Block, Marathahalli, Bangalore",Punjabi House 269,No,No,3.2/5,35,080 43489775,Marathahalli,Delivery,"Masala Dosa, Idli, Filter Coffee, Pasta","Continental, Andhra, Beverages",400
"156, Ring Road, Electronic City, Bangalore",Classic Corner 270,Yes,No,4.0/5,110,080 42138181,Electronic City,Casual Dining,"Butter Chicken, Noodles",Beverages,600
"97, 1st Block, Rajajinagar, Bangalore",Classic Corner 271,Yes,Yes,3.9/5,102,080 47750349,Rajajinagar,Cafe,"Gulab Jamun, Biryani","Continental, Fast Food, Thai",600
"60, 2nd Stage, BTM, Bangalore",Punjabi Express 272,Yes,No,4.0/5,201,080 43663721,BTM,Casual Dining,"Pasta, Idli",Fast Food,500
"11, Main Road, BTM, Bangalore",Red Bar & Grill 273,Yes,No,NEW,145,,BTM,Casual Dining,Burgers,"North Indian, BBQ",600
"74, Main Road, MG Road, Bangalore",Golden Point 274,No,No,NEW,272,080 44591769,MG Road,Casual Dining,,"Bakery, South Indian, Japanese",650
"21, Cross, Whitefield, Bangalore",Café Bar & Grill 275,No,No,3.6/5,200,080 44956795,Whitefield,Quick Bites,Masala Dosa,Cafe Food,250
"127, 1st Block, BTM, Bangalore",Royal Junction 276,Yes,No,4.2/5,166,080 44376118,BTM,Casual Dining,"Pizza, Masala Dosa","Japanese, North Indian",600
"130, Cross, MG Road, Bangalore",Café Hub 277,Yes,Yes,4.0/5,87,080 49900650,MG Road,Cafe,,"Desserts, Andhra, South Indian",500
"66, Cross, Rajajinagar, Bangalore",Local Corner 278,Yes,No,4.4/5,187,080 49575923,Rajajinagar,Food Court,"Gulab Jamun, Noodles, Chicken Wings, Idli","Street Food, Thai",500
"111, Main Road, Marathahalli, Bangalore",Punjabi Corner 279,No,No,3.4/5,186,080 47399058,Marathahalli,Quick Bites,"Momos, Cold Coffee, Pasta","Cafe Food, Mughlai",400
"8, 1st Block, Indiranagar, Bangalore",Blue Bistro 280,Yes,No,4.0/5,218,080 49179424,Indiranagar,Casual Dining,"Paneer Butter Masala, Chocolate Brownie",BBQ,750
"133, Cross, Koramangala, Bangalore",Red Express 281,No,No,3.2/5,82,080 47202888,Koramangala,Casual Dining,"Idli, Momos","Cafe Food, Biryani, Chinese",400
"125, 1st Block, Indiranagar, Bangalore",Green Hub 282,No,No,3.8/5,266,080 49283070,Indiranagar,Casual Dining,"Noodles, Filter Coffee, Gulab Jamun",Chinese,800
"119, Main Road, Koramangala, Bangalore",Punjabi Adda 283,No,No,3.9/5,356,080 45917622,Koramangala,Food Court,"Tandoori Chicken, Waffles",Cafe Food,400
"165, Ring Road, Indiranagar, Bangalore",Punjabi Bar & Grill 284,No,No,3.5/5,287,080 43876778,Indiranagar,Dessert Parlor,Butter Chicken,"Italian, Japanese, North Indian",350
"66, 1st Block, Banashankari, Bangalore",Spice Villa 285,No,No,4.2/5,689,,Banashankari,Casual Dining,"Gulab Jamun, Sandwiches, Chicken Wings, Rolls","Andhra, Biryani",600
"30, 2nd Stage, HSR Layout, Bangalore",Red Bistro 286,Yes,No,3.6/5,268,080 49278381,HSR Layout,Quick Bites,Noodles,North Indian,400
